work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
50298784,world�s heaviest shoes,['coselle (orphan_account)'],Not Rated,"Gen, M/M",Les Mis�rables - All Media Types,"Javert/Jean Valjean, Cosette Fauchelevent & Jean Valjean, Cosette Fauchelevent & Javert","Javert (Les Mis�rables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Fluff, valjean and javert being dads, Alternate Universe - Modern Setting",English,9/24/23,Updated,10/11/23,"2,973",4/?,3,14,3,238
50289232,The Land for Which You Long,['kanpohongchendeC'],General Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Cosette Fauchelevent, Javert (Les Mis�rables)","Supernatural Elements, Accidental Time Travel, Angels",__-___ __,9/24/23,Completed,9/24/23,"1,273",1-Jan,8,7,null,84
50197888,les courriers du c�ur,['blisteryfingers'],Teen And Up Audiences,M/M,"Les Mis�rables - Victor Hugo, Les Mis�rables - All Media Types, Les Mis�rables - Sch�nberg/Boublil",Javert/Jean Valjean,"Javert, Jean Valjean, Cosette Fauchelevent, Marius Pontmercy, Thenardier, Other minor characters from the brick","Post-Seine, Fix-It, Friends to Lovers, Alternate Universe - Canon Divergence, Slow Burn, Canon Era, Javert Lives, Pining, Mutual Pining, Complete, Case Fic, Brick Characterisation",English,9/19/23,Completed,9/23/23,"26,394",3-Mar,16,58,19,575
50010337,before all the lights go out,['voksen'],Teen And Up Audiences,M/M,"Les Mis�rables - Victor Hugo, Les Mis�rables (Dallas 2014)",Javert/Jean Valjean,,"Abandoned Work - Unfinished and Discontinued, Dimension Travel",English,9/11/23,Completed,9/11/23,"7,508",1-Jan,null,11,2,102
49997563,"Lord, Let Me Find Him",['FangirlUnashamed'],Teen And Up Audiences,F/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo, Les Mis�rables - Sch�nberg/Boublil, Les Mis�rables (2012)",Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","Female Javert (Les Mis�rables), Crack Treated Seriously, Romance, Javert's Suicide (Les Mis�rables)",English,9/10/23,Completed,9/10/23,822,1-Jan,1,5,1,101
49983142,Erosion,['Lady_of_the_Refrigerator'],Mature,M/M,"Les Mis�rables (Movie 1978), Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","Javert (Perkins) - Freeform, Valjean (Jordan) - Freeform, Montreuil-sur-Mer, Bottom Javert (Les Mis�rables), Top Jean Valjean, Wall Sex, Hate Sex, First Time, Enemies to Lovers, Shameless Smut",English,9/10/23,Completed,9/10/23,"5,789",1-Jan,14,61,8,619
49894774,A Change of a Bizarre Kind,['M_Moonshade'],Explicit,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean, Dr. Henry Jekyll, Fantine (Les Mis�rables)","Dubious Consent, Madeline Era, mentions of canon-typical suicide attempts and suicidal ideation, protective valjean, Alternate Universe - Jekyll and Hyde Fusion, Case Fic, canon-typical medical/scientific malpractice, Anal Sex, Oral Sex, Biting, Intercrural Sex, these boys have issues to work through",English,9/12/23,Completed,10/19/23,"39,084",12-Dec,71,56,6,"1,279"
49818211,Of the Rapture that Impels,['M_Moonshade'],Explicit,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","Vampire!Valjean AU, and how that intersects with JVJ being one of the most devout people in France, Cosette's Wedding, canon-typical wedding-related Depression, but with canon-atypical emotional support Javert standing by to help, Established Relationship, Frottage",English,9/2/23,Completed,9/9/23,"9,570",3-Mar,28,69,3,563
49784929,Vampire's Hypnotism,['HeartbreakTerrorBird'],Explicit,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables)","Vampires, PWP without Porn, Public Sex, Roleplay, drinking blood obvs, Bottom Javert (Les Mis�rables)",English,9/1/23,Completed,9/1/23,"1,524",1-Jan,5,32,1,374
49690285,On the corner of Oblivion,['coselle (orphan_account)'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","Suicide Attempt, Implied/Referenced Suicide, Post-Seine, Title from a Madilyn Mei Song, Javert Lives (Les Mis�rables), Angst, Fluff, they cuddle",English,8/28/23,Completed,8/28/23,"1,226",1-Jan,7,41,5,355
49675132,Javert's Attack,['fra12'],Explicit,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo, Les Mis�rables (Movie 1978), Les Mis�rables - Sch�nberg/Boublil","Javert/Jean Valjean, Javert/Other(s)","Javert (Les Mis�rables), Jean Valjean","Rape/Non-con Elements, Rape Recovery, Gang Rape, Hurt/Comfort, Crying, Alternate Universe - Canon Divergence, Beating, Whipping, Angst, Power Play, Hand Jobs, Hair-pulling, Identity Issues, Panic Attacks, Oral Sex, Grinding, Praise Kink, Middle Aged Virgins, Dirty Talk, Blow Jobs, Anal Sex, Anal Fingering, Fluff",English,8/27/23,Updated,12/1/23,"34,595",7-Jun,31,54,5,"1,433"
49641832,___/valvert______________,['Dr_Iris'],Mature,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Mis�rables), Jean Valjean","Comfort No Hurt, Orcs, Half-Orc, Comfort Sex, Bears, Bottom Javert (Les Mis�rables), Top Jean Valjean",__-___ __,8/26/23,Updated,8/26/23,"6,812",2-Jan,2,21,3,290
49641400,___/valvert___________________,['Dr_Iris'],Mature,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Mis�rables), Jean Valjean","Drugged Sex, Underage Sex, Semi-Public Sex",__-___ __,8/26/23,Completed,8/26/23,"5,575",1-Jan,2,18,3,308
49603933,Hopeful mistake,['TheBrothersGrimm'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,"Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Mis�rables), Jean Valjean","Sickfic, Gen or Pre-Slash, Madeleine Era, posably OOC Javert, Tags Are Hard, this is my first upload. still figureing this out, Montreuil-sur-Mer, Rated teen just to be safe",English,8/25/23,Completed,8/25/23,"2,071",1-Jan,9,23,2,242
49544293,Evermore and Far Before That,['philly_steak'],Mature,Other,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo, Good Omens - Neil Gaiman & Terry Pratchett, Good Omens (TV)",Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables)","Slow Burn, Slow Build, Slow Romance, Angel/Demon Relationship, they/them pronouns for angels, they/them pronouns, Eventual Javert/Jean Valjean, Demon! Jean Valjean, Angel! Javert, Demons, Angels, Good Omens Coded, Angst, No Aziraphale or Crowley, Hurt/Comfort, no beta we fall like jean",English,8/22/23,Updated,8/22/23,"2,763",1/?,2,5,null,103
49356169,_______ __ _____,['SphexLorraine'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,Cosette Fauchelevent,"Fluff, Alternate Universe - Modern Setting",_______,8/14/23,Completed,8/14/23,368,1-Jan,4,10,2,63
49273231,series of unfortunate meetings (at least for javert),['SolAwesome'],Teen And Up Audiences,"M/M, Gen",Les Mis�rables - All Media Types,"Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy","Javert (Les Mis�rables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Please Send Help, valvert are my fathers, this is def not canon accurate mb if I miss details, Alternate Universe - Modern Setting, first fic, Constructive Criticism Welcome, Eventual Javert/Jean Valjean, Slow Burn, (im going to try at least), Not Canon Compliant, Rated T for Javert's internal launguage, Other Additional Tags to Be Added",English,8/11/23,Updated,8/14/23,"4,519",6/?,12,10,null,152
49078705,In Weakness There is Strength,['ShadedTopaz'],Explicit,M/M,Les Mis�rables (TV 2018),Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean",BDSM,English,8/3/23,Completed,8/3/23,"1,715",1-Jan,2,17,null,307
49043080,eyes wide shut unopened,['tigerlilycorinne'],Mature,M/M,Les Mis�rables - All Media Types,"Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy (background)","Javert (Les Mis�rables), Jean Valjean, Cosette Fauchelevent","Blind Javert, Alternate Universe - Canon Divergence, Post-Seine, AU-gust | August Writing Challenge, Sightless, Alternate Universe - Everyone Lives/Nobody Dies, POV Javert (Les Mis�rables), Healing and growth and all of that, Just your typical Post-Seine fic, non-traditional narrative, pining javert",English,8/2/23,Completed,11/12/23,"16,986",8-Aug,48,86,13,"1,061"
48891349,We�ll Meet Again,['coselle (orphan_account)'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean, Cosette Fauchelevent","Angst, First Kiss, Madeleine Era, Alternate Universe - Canon Divergence",English,7/27/23,Completed,7/27/23,502,1-Jan,1,41,3,258
48872302,Sweetness,['coselle (orphan_account)'],Teen And Up Audiences,,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables), Cosette Fauchelevent","Javert and Valjean being Dads, Angst, Implied/Referenced Self-Harm",English,7/26/23,Completed,7/26/23,565,1-Jan,3,36,2,276
48798430,The Dance of Night and Day,['grumpygemini'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","alternative universe, Mythical Beings & Creatures",English,7/23/23,Completed,7/23/23,"11,988",1-Jan,8,12,2,180
48779605,Confide In Me,['mmmetanoia'],Mature,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo, Les Mis�rables - Sch�nberg/Boublil","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Mis�rables), Jean Valjean","Emotional Hurt/Comfort, Suicidal Thoughts, Suicide Attempt, No beta we die like Javert�s will to live, Javert Needs a Hug (Les Mis�rables), Alternate Universe - Modern Setting",English,7/22/23,Completed,7/22/23,"2,171",1-Jan,12,49,3,389
48768148,Spirit,['orphan_account'],General Audiences,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Mis�rables), Jean Valjean",Spiritfarer AU,__-___ __,7/22/23,Completed,7/22/23,"2,108",1-Jan,6,4,1,96
48574594,"Tell me once again I could have been anyone, anyone else",['orphan_account'],General Audiences,Gen,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo, Les Mis�rables - Sch�nberg/Boublil, Detroit: Become Human (Video Game)",Javert/Jean Valjean,Javert (Les Mis�rables),"Drawing, Sketches, detroit:become human!AU, valvert implied on the last sketch",English,7/14/23,Completed,7/14/23,0,1-Jan,2,17,null,248
48510004,"I know it's rude to stare, but your eyes they mesmorize me",['orphan_account'],General Audiences,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo, Les Mis�rables (Movie 1978)","Javert/Jean Valjean, Javert & Jean Valjean","Jean Valjean, Javert (Les Mis�rables)","Art, Gift Art, Art Study",English,7/11/23,Completed,7/11/23,0,1-Jan,6,28,1,285
48180607,The law is fooled (and mocked),['Clermoon'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables), Chabouillet (Les Mis�rables), Original Male Character(s)","prank, Punish Me Monsieur le Maire, Embarrassment, Crack Fic, Religious Guilt, Confessions, Suicidal Thoughts",English,6/27/23,Updated,7/19/23,"5,727",6-May,19,13,1,298
48176800,Animal Submission,['HeartbreakTerrorBird'],Explicit,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables)","BDSM, Submissive Javert, Alpha Javert, Dom Valjean, Omega Valjean, Violence, Rape Mentions, threats of sexual assault, I promise it's not that grim, Javert is horny, at least this time he knows he is, Will add more tags as we go, Masturbation, Javert's self delusion, wet dreams, Coming In Pants, Sadomasochism, Masochism",English,6/27/23,Updated,7/10/23,"14,554",10-Mar,22,30,2,540
48167497,That One Time Javert Was Cringe on Twitter and it Ended Badly,['thegreatgaygay'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,"Javert/Jean Valjean, (one sided)","Chabouillet (Les Mis�rables), Original Characters","Alternate Universe - Modern Setting, Twitter, cringe fail Javert, Montreuil-sur-Mer, kind of a little experimental",English,6/26/23,Completed,6/27/23,"1,021",5-May,5,24,null,284
48078028,I Am From the Gutter Too,['Penguin_Queen_of_Slytherin'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,,"Hurt/Comfort, Javert Lives (Les Mis�rables), Suicide Attempt, Alternate Universe - Canon Divergence, Post-Canon, Drug Use, Romani Javert (Les Mis�rables), Angst, Angst with a Happy Ending, Fluff and Angst, Internalized Homophobia, Self-Hatred, Childhood Trauma, Age Difference",English,6/23/23,Updated,11/25/23,"5,988",4/?,6,23,2,376
47850109,The Curse of the Javerwolf,['HeartbreakTerrorBird'],General Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","Werewolf, Sort Of, puppy play but more literal, javert is so scary, fear the javerwolf, Post-Seine",English,6/13/23,Completed,11/16/23,"6,535",3-Mar,15,52,4,550
47769874,"Papa and J----, August '34",['shadowsong26'],Teen And Up Audiences,"Gen, Other",Les Mis�rables - All Media Types,"Backstory Cosette/Marius, Heavily Implied Valjean/Javert",,"Alternate Universe - Canon Divergence, Post-Canon Fix-It, Post-Canon, Very Post-Canon, 200 Years Post-Canon, Crack Treated Seriously, all on-page characters are technically OCs, but cosette; marius; valjean; and javert are discussed as historical personalities, outsider pov, no beta we die like.....well everyone",English,6/10/23,Updated,8/5/23,"6,354",4/?,53,80,9,591
47768146,Enigma,['Raskolnikoff_Linguist'],General Audiences,"Gen, M/M",Les Mis�rables - All Media Types,Javert/Jean Valjean,,"Post-Canon, Established Relationship",_______,6/9/23,Completed,6/9/23,877,1-Jan,null,7,1,43
47724709,He fell (But I was there to catch him),['IneffableSoup_24601'],Teen And Up Audiences,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Sch�nberg/Boublil, Les Mis�rables - Victor Hugo","Javert/Jean Valjean, Enjolras/Grantaire (mentioned), Cosette Fauchevelent/Marius Pontemercy (Mentioned)","Javert (Les Mis�rables), Jean Valjean","Mention of Cosette - Freeform, Mention of Marius, Mention of Enjolras, Mention of Gavroche, Mention of Grantaire, Mentions are brief, Post-Seine, Eventual Javert/Jean Valjean, Javert Lives (Les Mis�rables), Hospitals, Post-Traumatic Stress Disorder - PTSD, Valjean Saves Javert, Fluff, Jean Valjean has PTSD, Javert's Suicide (Les Mis�rables), Suicide Attempt, but like its brief and most of it is saving, this will be a soft fic i promise, Hurt/Comfort, Next chapters will have, (which i write tomorrow adhd permitting), Coming Out, Gay Panic, Gay, Mild identity crisis, Getting Together, Love Confessions, Boys In Love, Whump, Sickfic, Comfort, Nightmares, valjean will be ill but like not deathly ill, like enough that javert takes care of him, POV Jean Valjean",English,6/7/23,Updated,6/7/23,"2,484",3/?,9,24,1,332
47723305,[Translation/____]Infection __,['Hazel_Z'],Explicit,M/M,Les Mis�rables (2012),Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","Alternate Universe - Canon Divergence, Blow Jobs, Javert's self-loathing, Javert's Somewhat Confused Boner, 24601!Valjean, Dark!Valjean, shiny new Constable Javert, ___________________________, _______________________",__-___ __,6/7/23,Completed,6/7/23,"12,864",1-Jan,4,13,2,284
47700277,NUITS BLANCHES,"['groucha', 'LadySybille']",General Audiences,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean","Enemies to Friends, Angst, POV Alternating, Epistolary",Fran�ais,6/6/23,Completed,6/20/23,"11,769",2-Feb,null,7,null,71
47609653,The Indescribable Rizz of Inspector Javert,['HeartbreakTerrorBird'],Teen And Up Audiences,M/M,Les Mis�rables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables), Cosette Fauchelevent","Javert's indescribable autistic rizz, JVJ is a handsome bear, Javert is a hateful gay homophobe, javert does not understand or approve of 'pronouns', He's just a massive bitch, Modern AU, non-binary cosette",English,6/2/23,Completed,10/7/23,"4,904",2-Feb,16,67,4,486
47561926,Arras,['HoneyBeam521'],Mature,M/M,"Les Mis�rables - Victor Hugo, Les Mis�rables - All Media Types",Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables)","Confessions, Moral Dilemmas, First Kiss, First Time, First Time Blow Jobs, Oral Sex, Carriage Sex, Coming Untouched, Coming In Pants, Enthusiastically Obsequious Javert",English,5/31/23,Completed,5/31/23,"5,765",1-Jan,6,63,3,652
47435131,______,['Norian'],Teen And Up Audiences,M/M,Les Mis�rables (TV 2000),Javert/Jean Valjean,"Javert (Les Mis�rables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy",,__-___ __,5/26/23,Updated,6/20/23,"19,602",7-Mar,null,13,1,170
47389492,What Sort of Devil,['M_Moonshade'],Explicit,M/M,"Les Mis�rables - All Media Types, Les Mis�rables - Victor Hugo, Les Mis�rables - Sch�nberg/Boublil",Javert/Jean Valjean,"Jean Valjean, Javert (Les Mis�rables), M. Th�nardier (Les Mis�rables), Chabouillet (Les Mis�rables)","Valjean is a Vampire, Brick/Musical fusion, Paris Era, Slow Burn, Jean Valjean Has Anxiety, Javert has a gold medal in mental gymnastics, They take turns taking care of each other, honeypot Javert, enemies to honeypot/fake dating to lovers?",English,5/24/23,Completed,8/23/23,"50,667",17/17,104,138,12,"2,075"
